Date,Centre_Name,Commodity_Name,Price
04-04-11,CHENNAI,Onion,600
04-04-11,DINDIGUL,Onion,1000
04-04-11,THIRUCHIRAPALLI,Onion,1020
04-04-11,HYDERABAD,Onion,617
05-04-11,CHANDIGARH,Onion,NA
05-04-11,DELHI,Onion,600
05-04-11,HISAR,Onion,800
05-04-11,KARNAL,Onion,1000
05-04-11,SHIMLA,Onion,NA
05-04-11,MANDI,Onion,800
05-04-11,SRINAGAR,Onion,NA
05-04-11,JAMMU,Onion,820
05-04-11,AMRITSAR,Onion,NA
05-04-11,LUDHIANA,Onion,NA
05-04-11,BATHINDA,Onion,NA
05-04-11,LUCKNOW,Onion,1000
05-04-11,KANPUR,Onion,900
05-04-11,VARANASI,Onion,1500
05-04-11,AGRA,Onion,900
05-04-11,DEHRADUN,Onion,600
05-04-11,RAIPUR,Onion,750
05-04-11,AHMEDABAD,Onion,1000
05-04-11,RAJKOT,Onion,535
05-04-11,BHOPAL,Onion,800
05-04-11,INDORE,Onion,500
05-04-11,MUMBAI,Onion,575
05-04-11,NAGPUR,Onion,625
05-04-11,JAIPUR,Onion,400
05-04-11,JODHPUR,Onion,NA
05-04-11,KOTA,Onion,NA
05-04-11,PATNA,Onion,700
05-04-11,BHAGALPUR,Onion,1000
05-04-11,RANCHI,Onion,500
05-04-11,BHUBANESHWAR,Onion,850
05-04-11,CUTTACK,Onion,750
05-04-11,SAMBALPUR,Onion,850
05-04-11,KOLKATA,Onion,600
05-04-11,SILIGURI,Onion,600
05-04-11,ITANAGAR,Onion,1400
05-04-11,GUWAHATI,Onion,850
05-04-11,SHILLONG,Onion,1300
05-04-11,AIZWAL,Onion,NA
05-04-11,DIMAPUR,Onion,1300
05-04-11,AGARTALA,Onion,1225
05-04-11,VIJAYWADA,Onion,900
05-04-11,BENGALURU,Onion,750
05-04-11,DHARWAD,Onion,650
05-04-11,T.PURAM,Onion,2533
05-04-11,ERNAKULAM,Onion,1767
05-04-11,CHENNAI,Onion,600
05-04-11,DINDIGUL,Onion,1000
05-04-11,THIRUCHIRAPALLI,Onion,800
05-04-11,HYDERABAD,Onion,617
06-04-11,CHANDIGARH,Onion,NA
06-04-11,DELHI,Onion,600
06-04-11,HISAR,Onion,800
06-04-11,KARNAL,Onion,1000
06-04-11,SHIMLA,Onion,NA
06-04-11,MANDI,Onion,800
06-04-11,SRINAGAR,Onion,NA
06-04-11,JAMMU,Onion,820
06-04-11,AMRITSAR,Onion,NA
06-04-11,LUDHIANA,Onion,NA
06-04-11,BATHINDA,Onion,NA
06-04-11,LUCKNOW,Onion,1000
06-04-11,KANPUR,Onion,900
06-04-11,VARANASI,Onion,1500
06-04-11,AGRA,Onion,900
06-04-11,DEHRADUN,Onion,600
06-04-11,RAIPUR,Onion,750
06-04-11,AHMEDABAD,Onion,1000
06-04-11,RAJKOT,Onion,525
06-04-11,BHOPAL,Onion,800
06-04-11,INDORE,Onion,550
06-04-11,MUMBAI,Onion,600
06-04-11,NAGPUR,Onion,625
06-04-11,JAIPUR,Onion,400
06-04-11,JODHPUR,Onion,NA
06-04-11,KOTA,Onion,NA
06-04-11,PATNA,Onion,700
06-04-11,BHAGALPUR,Onion,1000
06-04-11,RANCHI,Onion,500
06-04-11,BHUBANESHWAR,Onion,850
06-04-11,CUTTACK,Onion,750
06-04-11,SAMBALPUR,Onion,850
06-04-11,KOLKATA,Onion,600
06-04-11,SILIGURI,Onion,600
06-04-11,ITANAGAR,Onion,1400
06-04-11,GUWAHATI,Onion,850
06-04-11,SHILLONG,Onion,1300
06-04-11,AIZWAL,Onion,NA
06-04-11,DIMAPUR,Onion,1300
06-04-11,AGARTALA,Onion,1225
06-04-11,VIJAYWADA,Onion,883
06-04-11,BENGALURU,Onion,750
06-04-11,DHARWAD,Onion,650
06-04-11,T.PURAM,Onion,2400
06-04-11,ERNAKULAM,Onion,1767
06-04-11,CHENNAI,Onion,600
06-04-11,DINDIGUL,Onion,1000
06-04-11,THIRUCHIRAPALLI,Onion,810
06-04-11,HYDERABAD,Onion,617
07-04-11,CHANDIGARH,Onion,NA
07-04-11,DELHI,Onion,538
07-04-11,HISAR,Onion,800
07-04-11,KARNAL,Onion,1000
07-04-11,SHIMLA,Onion,NA
07-04-11,MANDI,Onion,800
07-04-11,SRINAGAR,Onion,NA
07-04-11,JAMMU,Onion,820
07-04-11,AMRITSAR,Onion,NA
07-04-11,LUDHIANA,Onion,NA
07-04-11,BATHINDA,Onion,NA
07-04-11,LUCKNOW,Onion,1000
07-04-11,KANPUR,Onion,900
07-04-11,VARANASI,Onion,1500
07-04-11,AGRA,Onion,800
07-04-11,DEHRADUN,Onion,600
07-04-11,RAIPUR,Onion,750
07-04-11,AHMEDABAD,Onion,1000
07-04-11,RAJKOT,Onion,525
07-04-11,BHOPAL,Onion,800
07-04-11,INDORE,Onion,525
07-04-11,MUMBAI,Onion,625
07-04-11,NAGPUR,Onion,625
07-04-11,JAIPUR,Onion,400
07-04-11,JODHPUR,Onion,NA
07-04-11,KOTA,Onion,NA
07-04-11,PATNA,Onion,700
07-04-11,BHAGALPUR,Onion,1000
07-04-11,RANCHI,Onion,500
07-04-11,BHUBANESHWAR,Onion,850
07-04-11,CUTTACK,Onion,750
07-04-11,SAMBALPUR,Onion,850
07-04-11,KOLKATA,Onion,550
07-04-11,SILIGURI,Onion,600
07-04-11,ITANAGAR,Onion,1400
07-04-11,GUWAHATI,Onion,850
07-04-11,SHILLONG,Onion,1300
07-04-11,AIZWAL,Onion,NA
07-04-11,DIMAPUR,Onion,1300
07-04-11,AGARTALA,Onion,1225
07-04-11,VIJAYWADA,Onion,883
07-04-11,BENGALURU,Onion,750
07-04-11,DHARWAD,Onion,650
07-04-11,T.PURAM,Onion,2400
07-04-11,ERNAKULAM,Onion,1767
07-04-11,CHENNAI,Onion,600
07-04-11,DINDIGUL,Onion,1000
07-04-11,THIRUCHIRAPALLI,Onion,820
07-04-11,HYDERABAD,Onion,617
08-04-11,CHANDIGARH,Onion,NA
08-04-11,DELHI,Onion,538
08-04-11,HISAR,Onion,800
08-04-11,KARNAL,Onion,1000
08-04-11,SHIMLA,Onion,NA
08-04-11,MANDI,Onion,800
08-04-11,SRINAGAR,Onion,NA
08-04-11,JAMMU,Onion,850
08-04-11,AMRITSAR,Onion,NA
08-04-11,LUDHIANA,Onion,NA
08-04-11,BATHINDA,Onion,NA
08-04-11,LUCKNOW,Onion,1000
08-04-11,KANPUR,Onion,900
08-04-11,VARANASI,Onion,1500
08-04-11,AGRA,Onion,800
08-04-11,DEHRADUN,Onion,600
08-04-11,RAIPUR,Onion,750
08-04-11,AHMEDABAD,Onion,1000
08-04-11,RAJKOT,Onion,400
08-04-11,BHOPAL,Onion,800
08-04-11,INDORE,Onion,550
08-04-11,MUMBAI,Onion,625
08-04-11,NAGPUR,Onion,625
08-04-11,JAIPUR,Onion,400
08-04-11,JODHPUR,Onion,NA
08-04-11,KOTA,Onion,NA
08-04-11,PATNA,Onion,700
08-04-11,BHAGALPUR,Onion,1000
08-04-11,RANCHI,Onion,500
08-04-11,BHUBANESHWAR,Onion,850
08-04-11,CUTTACK,Onion,750
08-04-11,SAMBALPUR,Onion,850
08-04-11,KOLKATA,Onion,550
08-04-11,SILIGURI,Onion,600
08-04-11,ITANAGAR,Onion,900
08-04-11,GUWAHATI,Onion,850
08-04-11,SHILLONG,Onion,1300
08-04-11,AIZWAL,Onion,NA
08-04-11,DIMAPUR,Onion,1350
08-04-11,AGARTALA,Onion,1150
08-04-11,VIJAYWADA,Onion,883
08-04-11,BENGALURU,Onion,750
08-04-11,DHARWAD,Onion,650
08-04-11,T.PURAM,Onion,2400
08-04-11,ERNAKULAM,Onion,1767
08-04-11,CHENNAI,Onion,700
08-04-11,DINDIGUL,Onion,1000
08-04-11,THIRUCHIRAPALLI,Onion,1000
08-04-11,HYDERABAD,Onion,617
11-04-11,CHANDIGARH,Onion,NA
11-04-11,DELHI,Onion,550
11-04-11,HISAR,Onion,800
11-04-11,KARNAL,Onion,1200
11-04-11,SHIMLA,Onion,NA
11-04-11,MANDI,Onion,800
11-04-11,SRINAGAR,Onion,NA
11-04-11,JAMMU,Onion,850
11-04-11,AMRITSAR,Onion,NA
11-04-11,LUDHIANA,Onion,NA
11-04-11,BATHINDA,Onion,NA
11-04-11,LUCKNOW,Onion,1000
11-04-11,KANPUR,Onion,900
11-04-11,VARANASI,Onion,1500
11-04-11,AGRA,Onion,800
11-04-11,DEHRADUN,Onion,600
11-04-11,RAIPUR,Onion,750
11-04-11,AHMEDABAD,Onion,1000
11-04-11,RAJKOT,Onion,375
11-04-11,BHOPAL,Onion,800
11-04-11,INDORE,Onion,550
11-04-11,MUMBAI,Onion,575
11-04-11,NAGPUR,Onion,575
11-04-11,JAIPUR,Onion,400
11-04-11,JODHPUR,Onion,NA
11-04-11,KOTA,Onion,NA
11-04-11,PATNA,Onion,700
11-04-11,BHAGALPUR,Onion,800
11-04-11,RANCHI,Onion,500
11-04-11,BHUBANESHWAR,Onion,850
11-04-11,CUTTACK,Onion,750
11-04-11,SAMBALPUR,Onion,850
11-04-11,KOLKATA,Onion,550
11-04-11,SILIGURI,Onion,600
11-04-11,ITANAGAR,Onion,900
11-04-11,GUWAHATI,Onion,850
11-04-11,SHILLONG,Onion,1300
11-04-11,AIZWAL,Onion,NA
11-04-11,DIMAPUR,Onion,1350
11-04-11,AGARTALA,Onion,1150
11-04-11,VIJAYWADA,Onion,883
11-04-11,BENGALURU,Onion,750
11-04-11,DHARWAD,Onion,650
11-04-11,T.PURAM,Onion,2400
11-04-11,ERNAKULAM,Onion,1767
11-04-11,CHENNAI,Onion,600
11-04-11,DINDIGUL,Onion,1000
11-04-11,THIRUCHIRAPALLI,Onion,1020
11-04-11,HYDERABAD,Onion,617
13-04-11,CHANDIGARH,Onion,NA
13-04-11,DELHI,Onion,575
13-04-11,HISAR,Onion,800
13-04-11,KARNAL,Onion,1200
13-04-11,SHIMLA,Onion,NA
13-04-11,MANDI,Onion,800
13-04-11,SRINAGAR,Onion,NA
13-04-11,JAMMU,Onion,850
13-04-11,AMRITSAR,Onion,NA
13-04-11,LUDHIANA,Onion,NA
13-04-11,BATHINDA,Onion,NA
13-04-11,LUCKNOW,Onion,900
13-04-11,KANPUR,Onion,500
13-04-11,VARANASI,Onion,1500
13-04-11,AGRA,Onion,800
13-04-11,DEHRADUN,Onion,600
13-04-11,RAIPUR,Onion,750
13-04-11,AHMEDABAD,Onion,1000
13-04-11,RAJKOT,Onion,375
13-04-11,BHOPAL,Onion,800
13-04-11,INDORE,Onion,525
13-04-11,MUMBAI,Onion,600
13-04-11,NAGPUR,Onion,575
13-04-11,JAIPUR,Onion,400
13-04-11,JODHPUR,Onion,NA
13-04-11,KOTA,Onion,NA
13-04-11,PATNA,Onion,700
13-04-11,BHAGALPUR,Onion,800
13-04-11,RANCHI,Onion,500
13-04-11,BHUBANESHWAR,Onion,850
13-04-11,CUTTACK,Onion,750
13-04-11,SAMBALPUR,Onion,850
13-04-11,KOLKATA,Onion,550
13-04-11,SILIGURI,Onion,600
13-04-11,ITANAGAR,Onion,900
13-04-11,GUWAHATI,Onion,850
13-04-11,SHILLONG,Onion,1300
13-04-11,AIZWAL,Onion,NA
13-04-11,DIMAPUR,Onion,1000
13-04-11,AGARTALA,Onion,1150
13-04-11,VIJAYWADA,Onion,883
13-04-11,BENGALURU,Onion,700
13-04-11,DHARWAD,Onion,700
13-04-11,T.PURAM,Onion,2400
13-04-11,ERNAKULAM,Onion,1767
13-04-11,CHENNAI,Onion,600
13-04-11,DINDIGUL,Onion,1000
13-04-11,THIRUCHIRAPALLI,Onion,1000
13-04-11,HYDERABAD,Onion,617
15-04-11,CHANDIGARH,Onion,NA
15-04-11,DELHI,Onion,575
15-04-11,HISAR,Onion,800
15-04-11,KARNAL,Onion,1200
15-04-11,SHIMLA,Onion,NA
15-04-11,MANDI,Onion,800
15-04-11,SRINAGAR,Onion,NA
15-04-11,JAMMU,Onion,800
15-04-11,AMRITSAR,Onion,NA
15-04-11,LUDHIANA,Onion,NA
15-04-11,BATHINDA,Onion,NA
15-04-11,LUCKNOW,Onion,900
15-04-11,KANPUR,Onion,500
15-04-11,VARANASI,Onion,1500
15-04-11,AGRA,Onion,800
15-04-11,DEHRADUN,Onion,600
15-04-11,RAIPUR,Onion,750
15-04-11,AHMEDABAD,Onion,1000
15-04-11,RAJKOT,Onion,400
15-04-11,BHOPAL,Onion,800
15-04-11,INDORE,Onion,550
15-04-11,MUMBAI,Onion,575
15-04-11,NAGPUR,Onion,575
15-04-11,JAIPUR,Onion,400
15-04-11,JODHPUR,Onion,NA
15-04-11,KOTA,Onion,NA
15-04-11,PATNA,Onion,700
15-04-11,BHAGALPUR,Onion,800
15-04-11,RANCHI,Onion,500
15-04-11,BHUBANESHWAR,Onion,800
15-04-11,CUTTACK,Onion,750
15-04-11,SAMBALPUR,Onion,850
15-04-11,KOLKATA,Onion,550
15-04-11,SILIGURI,Onion,600
15-04-11,ITANAGAR,Onion,900
15-04-11,GUWAHATI,Onion,850
15-04-11,SHILLONG,Onion,1300
15-04-11,AIZWAL,Onion,NA
15-04-11,DIMAPUR,Onion,1000
15-04-11,AGARTALA,Onion,1150
15-04-11,VIJAYWADA,Onion,883
15-04-11,BENGALURU,Onion,700
15-04-11,DHARWAD,Onion,700
15-04-11,T.PURAM,Onion,2400
15-04-11,ERNAKULAM,Onion,1767
15-04-11,CHENNAI,Onion,600
15-04-11,DINDIGUL,Onion,1000
15-04-11,THIRUCHIRAPALLI,Onion,1030
15-04-11,HYDERABAD,Onion,633
18-04-11,CHANDIGARH,Onion,NA
18-04-11,DELHI,Onion,625
18-04-11,HISAR,Onion,800
18-04-11,KARNAL,Onion,1200
18-04-11,SHIMLA,Onion,NA
18-04-11,MANDI,Onion,800
18-04-11,SRINAGAR,Onion,NA
18-04-11,JAMMU,Onion,800
18-04-11,AMRITSAR,Onion,NA
18-04-11,LUDHIANA,Onion,NA
18-04-11,BATHINDA,Onion,NA
18-04-11,LUCKNOW,Onion,900
18-04-11,KANPUR,Onion,500
18-04-11,VARANASI,Onion,1500
18-04-11,AGRA,Onion,800
18-04-11,DEHRADUN,Onion,550
18-04-11,RAIPUR,Onion,750
18-04-11,AHMEDABAD,Onion,1000
18-04-11,RAJKOT,Onion,400
18-04-11,BHOPAL,Onion,800
18-04-11,INDORE,Onion,550
18-04-11,MUMBAI,Onion,575
18-04-11,NAGPUR,Onion,575
18-04-11,JAIPUR,Onion,400
18-04-11,JODHPUR,Onion,NA
18-04-11,KOTA,Onion,NA
18-04-11,PATNA,Onion,700
18-04-11,BHAGALPUR,Onion,800
18-04-11,RANCHI,Onion,500
18-04-11,BHUBANESHWAR,Onion,800
18-04-11,CUTTACK,Onion,750
18-04-11,SAMBALPUR,Onion,850
18-04-11,KOLKATA,Onion,550
18-04-11,SILIGURI,Onion,600
18-04-11,ITANAGAR,Onion,900
18-04-11,GUWAHATI,Onion,800
18-04-11,SHILLONG,Onion,1300
18-04-11,AIZWAL,Onion,NA
18-04-11,DIMAPUR,Onion,1000
18-04-11,AGARTALA,Onion,1150
18-04-11,VIJAYWADA,Onion,817
18-04-11,BENGALURU,Onion,700
18-04-11,DHARWAD,Onion,700
18-04-11,T.PURAM,Onion,2400
18-04-11,ERNAKULAM,Onion,1767
18-04-11,CHENNAI,Onion,600
18-04-11,DINDIGUL,Onion,1000
18-04-11,THIRUCHIRAPALLI,Onion,1020
18-04-11,HYDERABAD,Onion,717
19-04-11,CHANDIGARH,Onion,NA
19-04-11,DELHI,Onion,550
19-04-11,HISAR,Onion,800
19-04-11,KARNAL,Onion,1100
19-04-11,SHIMLA,Onion,NA
19-04-11,MANDI,Onion,900
19-04-11,SRINAGAR,Onion,NA
19-04-11,JAMMU,Onion,800
19-04-11,AMRITSAR,Onion,NA
19-04-11,LUDHIANA,Onion,NA
19-04-11,BATHINDA,Onion,NA
19-04-11,LUCKNOW,Onion,900
19-04-11,KANPUR,Onion,500
19-04-11,VARANASI,Onion,1500
19-04-11,AGRA,Onion,800
19-04-11,DEHRADUN,Onion,550
19-04-11,RAIPUR,Onion,750
19-04-11,AHMEDABAD,Onion,1000
19-04-11,RAJKOT,Onion,400
19-04-11,BHOPAL,Onion,800
19-04-11,INDORE,Onion,525
19-04-11,MUMBAI,Onion,525
19-04-11,NAGPUR,Onion,508
19-04-11,JAIPUR,Onion,400
19-04-11,JODHPUR,Onion,NA
19-04-11,KOTA,Onion,NA
19-04-11,PATNA,Onion,700
19-04-11,BHAGALPUR,Onion,800
19-04-11,RANCHI,Onion,500
19-04-11,BHUBANESHWAR,Onion,750
19-04-11,CUTTACK,Onion,900
19-04-11,SAMBALPUR,Onion,800
19-04-11,KOLKATA,Onion,550
19-04-11,SILIGURI,Onion,600
19-04-11,ITANAGAR,Onion,900
19-04-11,GUWAHATI,Onion,800
19-04-11,SHILLONG,Onion,1300
19-04-11,AIZWAL,Onion,NA
19-04-11,DIMAPUR,Onion,1000
19-04-11,AGARTALA,Onion,1150
19-04-11,VIJAYWADA,Onion,867
19-04-11,BENGALURU,Onion,700
19-04-11,DHARWAD,Onion,500
19-04-11,T.PURAM,Onion,2400
19-04-11,ERNAKULAM,Onion,1767
19-04-11,CHENNAI,Onion,600
19-04-11,DINDIGUL,Onion,1000
19-04-11,THIRUCHIRAPALLI,Onion,1000
19-04-11,HYDERABAD,Onion,717
20-04-11,CHANDIGARH,Onion,NA
20-04-11,DELHI,Onion,550
20-04-11,HISAR,Onion,800
20-04-11,KARNAL,Onion,1200
20-04-11,SHIMLA,Onion,NA
20-04-11,MANDI,Onion,900
20-04-11,SRINAGAR,Onion,NA
20-04-11,JAMMU,Onion,800
20-04-11,AMRITSAR,Onion,NA
20-04-11,LUDHIANA,Onion,NA
20-04-11,BATHINDA,Onion,NA
20-04-11,LUCKNOW,Onion,900
20-04-11,KANPUR,Onion,500
20-04-11,VARANASI,Onion,1500
20-04-11,AGRA,Onion,800
20-04-11,DEHRADUN,Onion,550
20-04-11,RAIPUR,Onion,750
20-04-11,AHMEDABAD,Onion,1000
20-04-11,RAJKOT,Onion,525
20-04-11,BHOPAL,Onion,800
20-04-11,INDORE,Onion,525
20-04-11,MUMBAI,Onion,575
20-04-11,NAGPUR,Onion,500
20-04-11,JAIPUR,Onion,400
20-04-11,JODHPUR,Onion,NA
20-04-11,KOTA,Onion,NA
20-04-11,PATNA,Onion,700
20-04-11,BHAGALPUR,Onion,800
20-04-11,RANCHI,Onion,500
20-04-11,BHUBANESHWAR,Onion,750
20-04-11,CUTTACK,Onion,900
20-04-11,SAMBALPUR,Onion,800
20-04-11,KOLKATA,Onion,550
20-04-11,SILIGURI,Onion,600
20-04-11,ITANAGAR,Onion,900
20-04-11,GUWAHATI,Onion,800
20-04-11,SHILLONG,Onion,1300
20-04-11,AIZWAL,Onion,NA
20-04-11,DIMAPUR,Onion,1000
20-04-11,AGARTALA,Onion,1150
20-04-11,VIJAYWADA,Onion,833
20-04-11,BENGALURU,Onion,700
20-04-11,DHARWAD,Onion,500
20-04-11,T.PURAM,Onion,2400
20-04-11,ERNAKULAM,Onion,1767
20-04-11,CHENNAI,Onion,600
20-04-11,DINDIGUL,Onion,1000
20-04-11,THIRUCHIRAPALLI,Onion,1400
20-04-11,HYDERABAD,Onion,600
21-04-11,CHANDIGARH,Onion,NA
21-04-11,DELHI,Onion,575
21-04-11,HISAR,Onion,800
21-04-11,KARNAL,Onion,1200
21-04-11,SHIMLA,Onion,NA
21-04-11,MANDI,Onion,900
21-04-11,SRINAGAR,Onion,NA
21-04-11,JAMMU,Onion,800
21-04-11,AMRITSAR,Onion,NA
21-04-11,LUDHIANA,Onion,NA
21-04-11,BATHINDA,Onion,NA
21-04-11,LUCKNOW,Onion,900
21-04-11,KANPUR,Onion,500
21-04-11,VARANASI,Onion,1500
21-04-11,AGRA,Onion,800
21-04-11,DEHRADUN,Onion,550
21-04-11,RAIPUR,Onion,750
21-04-11,AHMEDABAD,Onion,1000
21-04-11,RAJKOT,Onion,425
21-04-11,BHOPAL,Onion,800
21-04-11,INDORE,Onion,525
21-04-11,MUMBAI,Onion,600
21-04-11,NAGPUR,Onion,500
21-04-11,JAIPUR,Onion,400
21-04-11,JODHPUR,Onion,NA
21-04-11,KOTA,Onion,NA
21-04-11,PATNA,Onion,700
21-04-11,BHAGALPUR,Onion,800
21-04-11,RANCHI,Onion,500
21-04-11,BHUBANESHWAR,Onion,750
21-04-11,CUTTACK,Onion,900
21-04-11,SAMBALPUR,Onion,800
21-04-11,KOLKATA,Onion,550
21-04-11,SILIGURI,Onion,600
21-04-11,ITANAGAR,Onion,900
21-04-11,GUWAHATI,Onion,800
21-04-11,SHILLONG,Onion,1100
21-04-11,AIZWAL,Onion,NA
21-04-11,DIMAPUR,Onion,1600
21-04-11,AGARTALA,Onion,1150
21-04-11,VIJAYWADA,Onion,833
21-04-11,BENGALURU,Onion,700
21-04-11,DHARWAD,Onion,500
21-04-11,T.PURAM,Onion,2400
21-04-11,ERNAKULAM,Onion,1767
21-04-11,CHENNAI,Onion,600
21-04-11,DINDIGUL,Onion,1000
21-04-11,THIRUCHIRAPALLI,Onion,1200
21-04-11,HYDERABAD,Onion,600
25-04-11,CHANDIGARH,Onion,NA
25-04-11,DELHI,Onion,550
25-04-11,HISAR,Onion,800
25-04-11,KARNAL,Onion,1000
25-04-11,SHIMLA,Onion,NA
25-04-11,MANDI,Onion,900
25-04-11,SRINAGAR,Onion,NA
25-04-11,JAMMU,Onion,800
25-04-11,AMRITSAR,Onion,NA
25-04-11,LUDHIANA,Onion,NA
25-04-11,BATHINDA,Onion,NA
25-04-11,LUCKNOW,Onion,900
25-04-11,KANPUR,Onion,500
25-04-11,VARANASI,Onion,1500
25-04-11,AGRA,Onion,800
25-04-11,DEHRADUN,Onion,550
25-04-11,RAIPUR,Onion,750
25-04-11,AHMEDABAD,Onion,1000
25-04-11,RAJKOT,Onion,475
25-04-11,BHOPAL,Onion,800
25-04-11,INDORE,Onion,500
25-04-11,MUMBAI,Onion,575
25-04-11,NAGPUR,Onion,540
25-04-11,JAIPUR,Onion,400
25-04-11,JODHPUR,Onion,NA
25-04-11,KOTA,Onion,NA
25-04-11,PATNA,Onion,700
25-04-11,BHAGALPUR,Onion,800
25-04-11,RANCHI,Onion,500
25-04-11,BHUBANESHWAR,Onion,780
25-04-11,CUTTACK,Onion,900
25-04-11,SAMBALPUR,Onion,800
25-04-11,KOLKATA,Onion,550
25-04-11,SILIGURI,Onion,600
25-04-11,ITANAGAR,Onion,900
25-04-11,GUWAHATI,Onion,800
25-04-11,SHILLONG,Onion,1100
25-04-11,AIZWAL,Onion,NA
25-04-11,DIMAPUR,Onion,1600
25-04-11,AGARTALA,Onion,1150
25-04-11,VIJAYWADA,Onion,933
25-04-11,BENGALURU,Onion,700
25-04-11,DHARWAD,Onion,500
25-04-11,T.PURAM,Onion,2400
25-04-11,ERNAKULAM,Onion,1767
25-04-11,CHENNAI,Onion,600
25-04-11,DINDIGUL,Onion,1000
25-04-11,THIRUCHIRAPALLI,Onion,1200
25-04-11,HYDERABAD,Onion,700
26-04-11,CHANDIGARH,Onion,NA
26-04-11,DELHI,Onion,550
26-04-11,HISAR,Onion,800
26-04-11,KARNAL,Onion,1100
26-04-11,SHIMLA,Onion,NA
26-04-11,MANDI,Onion,900
26-04-11,SRINAGAR,Onion,NA
26-04-11,JAMMU,Onion,800
26-04-11,AMRITSAR,Onion,NA
26-04-11,LUDHIANA,Onion,NA
26-04-11,BATHINDA,Onion,NA
26-04-11,LUCKNOW,Onion,900
26-04-11,KANPUR,Onion,500
26-04-11,VARANASI,Onion,1500
26-04-11,AGRA,Onion,800
26-04-11,DEHRADUN,Onion,550
26-04-11,RAIPUR,Onion,750
26-04-11,AHMEDABAD,Onion,1000
26-04-11,RAJKOT,Onion,475
26-04-11,BHOPAL,Onion,800
26-04-11,INDORE,Onion,500
26-04-11,MUMBAI,Onion,625
26-04-11,NAGPUR,Onion,500
26-04-11,JAIPUR,Onion,400
26-04-11,JODHPUR,Onion,NA
26-04-11,KOTA,Onion,NA
26-04-11,PATNA,Onion,700
26-04-11,BHAGALPUR,Onion,800
26-04-11,RANCHI,Onion,500
26-04-11,BHUBANESHWAR,Onion,780
26-04-11,CUTTACK,Onion,900
26-04-11,SAMBALPUR,Onion,800
26-04-11,KOLKATA,Onion,500
26-04-11,SILIGURI,Onion,600
26-04-11,ITANAGAR,Onion,900
26-04-11,GUWAHATI,Onion,800
26-04-11,SHILLONG,Onion,1100
26-04-11,AIZWAL,Onion,NA
26-04-11,DIMAPUR,Onion,1600
26-04-11,AGARTALA,Onion,1150
26-04-11,VIJAYWADA,Onion,933
26-04-11,BENGALURU,Onion,700
26-04-11,DHARWAD,Onion,500
26-04-11,T.PURAM,Onion,2400
26-04-11,ERNAKULAM,Onion,1767
26-04-11,CHENNAI,Onion,600
26-04-11,DINDIGUL,Onion,1000
26-04-11,THIRUCHIRAPALLI,Onion,800
26-04-11,HYDERABAD,Onion,700
27-04-11,CHANDIGARH,Onion,NA
27-04-11,DELHI,Onion,550
27-04-11,HISAR,Onion,800
27-04-11,KARNAL,Onion,1200
27-04-11,SHIMLA,Onion,800
27-04-11,MANDI,Onion,900
27-04-11,SRINAGAR,Onion,NA
27-04-11,JAMMU,Onion,800
27-04-11,AMRITSAR,Onion,NA
27-04-11,LUDHIANA,Onion,NA
27-04-11,BATHINDA,Onion,NA
27-04-11,LUCKNOW,Onion,900
27-04-11,KANPUR,Onion,500
27-04-11,VARANASI,Onion,800
27-04-11,AGRA,Onion,800
27-04-11,DEHRADUN,Onion,550
27-04-11,RAIPUR,Onion,750
27-04-11,AHMEDABAD,Onion,800
27-04-11,RAJKOT,Onion,475
27-04-11,BHOPAL,Onion,800
27-04-11,INDORE,Onion,500
27-04-11,MUMBAI,Onion,600
27-04-11,NAGPUR,Onion,500
27-04-11,JAIPUR,Onion,400
27-04-11,JODHPUR,Onion,NA
27-04-11,KOTA,Onion,NA
27-04-11,PATNA,Onion,700
27-04-11,BHAGALPUR,Onion,800
27-04-11,RANCHI,Onion,500
27-04-11,BHUBANESHWAR,Onion,780
27-04-11,CUTTACK,Onion,900
27-04-11,SAMBALPUR,Onion,800
27-04-11,KOLKATA,Onion,500
27-04-11,SILIGURI,Onion,600
27-04-11,ITANAGAR,Onion,950
27-04-11,GUWAHATI,Onion,800
27-04-11,SHILLONG,Onion,1100
27-04-11,AIZWAL,Onion,NA
27-04-11,DIMAPUR,Onion,1600
27-04-11,AGARTALA,Onion,1150
27-04-11,VIJAYWADA,Onion,933
27-04-11,BENGALURU,Onion,700
27-04-11,DHARWAD,Onion,500
27-04-11,T.PURAM,Onion,2400
27-04-11,ERNAKULAM,Onion,1767
27-04-11,CHENNAI,Onion,600
27-04-11,DINDIGUL,Onion,1000
27-04-11,THIRUCHIRAPALLI,Onion,810
27-04-11,HYDERABAD,Onion,717
28-04-11,CHANDIGARH,Onion,NA
28-04-11,DELHI,Onion,488
28-04-11,HISAR,Onion,800
28-04-11,KARNAL,Onion,1300
28-04-11,SHIMLA,Onion,800
28-04-11,MANDI,Onion,900
28-04-11,SRINAGAR,Onion,NA
28-04-11,JAMMU,Onion,800
28-04-11,AMRITSAR,Onion,NA
28-04-11,LUDHIANA,Onion,NA
28-04-11,BATHINDA,Onion,NA
28-04-11,LUCKNOW,Onion,900
28-04-11,KANPUR,Onion,500
28-04-11,VARANASI,Onion,800
28-04-11,AGRA,Onion,800
28-04-11,DEHRADUN,Onion,550
28-04-11,RAIPUR,Onion,750
28-04-11,AHMEDABAD,Onion,800
28-04-11,RAJKOT,Onion,475
28-04-11,BHOPAL,Onion,800
